mID,mName,mSubType,mRarity,mMoveLimit
322307,+7 친위대의 장갑,14,2,0
322308,+8 친위대의 장갑,14,2,0
322309,+9 친위대의 장갑,14,2,0
322310,+10 친위대의 장갑,14,2,0
322311,+11 친위대의 장갑,14,2,0
322330,+10 정복자의 용맹 장갑,14,2,0
322331,+11 정복자의 용맹 장갑,14,2,0
322332,+12 정복자의 용맹 장갑,14,2,0
322333,+13 정복자의 용맹 장갑,14,2,0
322324,+4 정복자의 용맹 장갑,14,2,0
322325,+5 정복자의 용맹 장갑,14,2,0
322326,+6 정복자의 용맹 장갑,14,2,0
322327,+7 정복자의 용맹 장갑,14,2,0
322328,+8 정복자의 용맹 장갑,14,2,0
322329,+9 정복자의 용맹 장갑,14,2,0
322320,+0 정복자의 용맹 장갑,14,2,0
322321,+1 정복자의 용맹 장갑,14,2,0
322322,+2 정복자의 용맹 장갑,14,2,0
322323,+3 정복자의 용맹 장갑,14,2,0
322340,+0 정복자의 활력 장갑,14,2,0
322341,+1 정복자의 활력 장갑,14,2,0
322342,+2 정복자의 활력 장갑,14,2,0
322343,+3 정복자의 활력 장갑,14,2,0
322344,+4 정복자의 활력 장갑,14,2,0
322345,+5 정복자의 활력 장갑,14,2,0
322352,+12 정복자의 활력 장갑,14,2,0
322353,+13 정복자의 활력 장갑,14,2,0
322346,+6 정복자의 활력 장갑,14,2,0
322347,+7 정복자의 활력 장갑,14,2,0
322348,+8 정복자의 활력 장갑,14,2,0
322349,+9 정복자의 활력 장갑,14,2,0
322350,+10 정복자의 활력 장갑,14,2,0
322351,+11 정복자의 활력 장갑,14,2,0
322360,+0 정복자의 마법 장갑,14,2,0
322361,+1 정복자의 마법 장갑,14,2,0
322362,+2 정복자의 마법 장갑,14,2,0
322363,+3 정복자의 마법 장갑,14,2,0
322364,+4 정복자의 마법 장갑,14,2,0
322365,+5 정복자의 마법 장갑,14,2,0
322372,+12 정복자의 마법 장갑,14,2,0
322373,+13 정복자의 마법 장갑,14,2,0
322366,+6 정복자의 마법 장갑,14,2,0
322367,+7 정복자의 마법 장갑,14,2,0
322368,+8 정복자의 마법 장갑,14,2,0
322369,+9 정복자의 마법 장갑,14,2,0
322370,+10 정복자의 마법 장갑,14,2,0
322371,+11 정복자의 마법 장갑,14,2,0
322380,+0 환영 군단병의 장갑,14,2,0
322381,+1 환영 군단병의 장갑,14,2,0
322382,+2 환영 군단병의 장갑,14,2,0
322383,+3 환영 군단병의 장갑,14,2,0
322384,+4 환영 군단병의 장갑,14,2,0
322385,+5 환영 군단병의 장갑,14,2,0
322392,+12 환영 군단병의 장갑,14,2,0
322393,+13 환영 군단병의 장갑,14,2,0
322386,+6 환영 군단병의 장갑,14,2,0
322387,+7 환영 군단병의 장갑,14,2,0
322388,+8 환영 군단병의 장갑,14,2,0
322389,+9 환영 군단병의 장갑,14,2,0
322390,+10 환영 군단병의 장갑,14,2,0
322391,+11 환영 군단병의 장갑,14,2,0
322400,+0 그림자 장갑,14,2,0
322401,+1 그림자 장갑,14,2,0
322402,+2 그림자 장갑,14,2,0
322403,+3 그림자 장갑,14,2,0
322404,+4 그림자 장갑,14,2,0
322405,+5 그림자 장갑,14,2,0
322412,+12 그림자 장갑,14,2,0
322413,+13 그림자 장갑,14,2,0
322406,+6 그림자 장갑,14,2,0
322407,+7 그림자 장갑,14,2,0
322408,+8 그림자 장갑,14,2,0
322409,+9 그림자 장갑,14,2,0
322410,+10 그림자 장갑,14,2,0
322411,+11 그림자 장갑,14,2,0
322420,+0 향상된 이크론 암살 장갑,14,2,0
322421,+1 향상된 이크론 암살 장갑,14,2,0
322422,+2 향상된 이크론 암살 장갑,14,2,0
322423,+3 향상된 이크론 암살 장갑,14,2,0
322424,+4 향상된 이크론 암살 장갑,14,2,0
322425,+5 향상된 이크론 암살 장갑,14,2,0
322432,+12 향상된 이크론 암살 장갑,14,2,0
322433,+13 향상된 이크론 암살 장갑,14,2,0
322426,+6 향상된 이크론 암살 장갑,14,2,0
322427,+7 향상된 이크론 암살 장갑,14,2,0
322428,+8 향상된 이크론 암살 장갑,14,2,0
322429,+9 향상된 이크론 암살 장갑,14,2,0
322430,+10 향상된 이크론 암살 장갑,14,2,0
322431,+11 향상된 이크론 암살 장갑,14,2,0
322450,+10 안정된 이크론 암살 장갑,14,2,0
322451,+11 안정된 이크론 암살 장갑,14,2,0
322452,+12 안정된 이크론 암살 장갑,14,2,0
322453,+13 안정된 이크론 암살 장갑,14,2,0
322444,+4 안정된 이크론 암살 장갑,14,2,0
322445,+5 안정된 이크론 암살 장갑,14,2,0
322446,+6 안정된 이크론 암살 장갑,14,2,0
322447,+7 안정된 이크론 암살 장갑,14,2,0
322448,+8 안정된 이크론 암살 장갑,14,2,0
322449,+9 안정된 이크론 암살 장갑,14,2,0
322440,+0 안정된 이크론 암살 장갑,14,2,0
322441,+1 안정된 이크론 암살 장갑,14,2,0
322442,+2 안정된 이크론 암살 장갑,14,2,0
322443,+3 안정된 이크론 암살 장갑,14,2,0
322460,+0 정련된 이크론 암살 장갑,14,2,0
322461,+1 정련된 이크론 암살 장갑,14,2,0
322462,+2 정련된 이크론 암살 장갑,14,2,0
322463,+3 정련된 이크론 암살 장갑,14,2,0
322464,+4 정련된 이크론 암살 장갑,14,2,0
322465,+5 정련된 이크론 암살 장갑,14,2,0
322472,+12 정련된 이크론 암살 장갑,14,2,0
322473,+13 정련된 이크론 암살 장갑,14,2,0
322466,+6 정련된 이크론 암살 장갑,14,2,0
322467,+7 정련된 이크론 암살 장갑,14,2,0
322468,+8 정련된 이크론 암살 장갑,14,2,0
322469,+9 정련된 이크론 암살 장갑,14,2,0
322470,+10 정련된 이크론 암살 장갑,14,2,0
322471,+11 정련된 이크론 암살 장갑,14,2,0
322480,+0 정복자의 일격 장갑,14,2,0
322481,+1 정복자의 일격 장갑,14,2,0
322482,+2 정복자의 일격 장갑,14,2,0
322483,+3 정복자의 일격 장갑,14,2,0
322484,+4 정복자의 일격 장갑,14,2,0
322485,+5 정복자의 일격 장갑,14,2,0
322492,+12 정복자의 일격 장갑,14,2,0
322493,+13 정복자의 일격 장갑,14,2,0
322486,+6 정복자의 일격 장갑,14,2,0
322487,+7 정복자의 일격 장갑,14,2,0
322488,+8 정복자의 일격 장갑,14,2,0
322489,+9 정복자의 일격 장갑,14,2,0
322490,+10 정복자의 일격 장갑,14,2,0
322491,+11 정복자의 일격 장갑,14,2,0
322500,+0 정예 엘테르 탐사대의 장갑,14,2,0
322501,+1 정예 엘테르 탐사대의 장갑,14,2,0
322502,+2 정예 엘테르 탐사대의 장갑,14,2,0
322503,+3 정예 엘테르 탐사대의 장갑,14,2,0
322510,+10 정예 엘테르 탐사대의 장갑,14,2,0
322511,+11 정예 엘테르 탐사대의 장갑,14,2,0
322512,+12 정예 엘테르 탐사대의 장갑,14,2,0
322513,+13 정예 엘테르 탐사대의 장갑,14,2,0
322504,+4 정예 엘테르 탐사대의 장갑,14,2,0
322505,+5 정예 엘테르 탐사대의 장갑,14,2,0
322506,+6 정예 엘테르 탐사대의 장갑,14,2,0
322507,+7 정예 엘테르 탐사대의 장갑,14,2,0
322508,+8 정예 엘테르 탐사대의 장갑,14,2,0
322509,+9 정예 엘테르 탐사대의 장갑,14,2,0
322520,+0 만월의 의식용 장갑,14,2,0
322521,+1 만월의 의식용 장갑,14,2,0
322522,+2 만월의 의식용 장갑,14,2,0
322523,+3 만월의 의식용 장갑,14,2,0
322524,+4 만월의 의식용 장갑,14,2,0
322525,+5 만월의 의식용 장갑,14,2,0
322532,+12 만월의 의식용 장갑,14,2,0
322533,+13 만월의 의식용 장갑,14,2,0
322526,+6 만월의 의식용 장갑,14,2,0
322527,+7 만월의 의식용 장갑,14,2,0
322528,+8 만월의 의식용 장갑,14,2,0
322529,+9 만월의 의식용 장갑,14,2,0
322530,+10 만월의 의식용 장갑,14,2,0
322531,+11 만월의 의식용 장갑,14,2,0
322540,+0 광기의 수호자 장갑,14,2,0
322541,+1 광기의 수호자 장갑,14,2,0
322542,+2 광기의 수호자 장갑,14,2,0
322543,+3 광기의 수호자 장갑,14,2,0
322544,+4 광기의 수호자 장갑,14,2,0
322545,+5 광기의 수호자 장갑,14,2,0
322552,+12 광기의 수호자 장갑,14,2,0
322553,+13 광기의 수호자 장갑,14,2,0
322546,+6 광기의 수호자 장갑,14,2,0
322547,+7 광기의 수호자 장갑,14,2,0
322548,+8 광기의 수호자 장갑,14,2,0
322549,+9 광기의 수호자 장갑,14,2,0
322550,+10 광기의 수호자 장갑,14,2,0
322551,+11 광기의 수호자 장갑,14,2,0
322570,+10 흑룡 토벌단의 장갑,14,2,0
322571,+11 흑룡 토벌단의 장갑,14,2,0
322572,+12 흑룡 토벌단의 장갑,14,2,0
322573,+13 흑룡 토벌단의 장갑,14,2,0
322564,+4 흑룡 토벌단의 장갑,14,2,0
322565,+5 흑룡 토벌단의 장갑,14,2,0
322566,+6 흑룡 토벌단의 장갑,14,2,0
322567,+7 흑룡 토벌단의 장갑,14,2,0
322568,+8 흑룡 토벌단의 장갑,14,2,0
322569,+9 흑룡 토벌단의 장갑,14,2,0
322560,+0 흑룡 토벌단의 장갑,14,2,0
322561,+1 흑룡 토벌단의 장갑,14,2,0
322562,+2 흑룡 토벌단의 장갑,14,2,0
322563,+3 흑룡 토벌단의 장갑,14,2,0
322590,+10 좀비오우거 킹의 장갑,14,2,0
322591,+11 좀비오우거 킹의 장갑,14,2,0
322592,+12 좀비오우거 킹의 장갑,14,2,0
322593,+13 좀비오우거 킹의 장갑,14,2,0
322584,+4 좀비오우거 킹의 장갑,14,2,0
322585,+5 좀비오우거 킹의 장갑,14,2,0
322586,+6 좀비오우거 킹의 장갑,14,2,0
322587,+7 좀비오우거 킹의 장갑,14,2,0
322588,+8 좀비오우거 킹의 장갑,14,2,0
322589,+9 좀비오우거 킹의 장갑,14,2,0
322580,+0 좀비오우거 킹의 장갑,14,2,0
322581,+1 좀비오우거 킹의 장갑,14,2,0
322582,+2 좀비오우거 킹의 장갑,14,2,0
322583,+3 좀비오우거 킹의 장갑,14,2,0
323000,+0 마력의 미스릴 장갑,14,3,6
323001,+1 마력의 미스릴 장갑,14,3,6
323002,+2 마력의 미스릴 장갑,14,3,6
323003,+3 마력의 미스릴 장갑,14,3,6
323004,+4 마력의 미스릴 장갑,14,3,6
323005,+5 마력의 미스릴 장갑,14,3,6
323012,+12 마력의 미스릴 장갑,14,3,6
323013,+13 마력의 미스릴 장갑,14,3,6
323006,+6 마력의 미스릴 장갑,14,3,6
323007,+7 마력의 미스릴 장갑,14,3,6
323008,+8 마력의 미스릴 장갑,14,3,6
323009,+9 마력의 미스릴 장갑,14,3,6
323010,+10 마력의 미스릴 장갑,14,3,6
323011,+11 마력의 미스릴 장갑,14,3,6
323020,+0 아벨루스 수호대의 장갑,14,3,6
323021,+1 아벨루스 수호대의 장갑,14,3,6
323022,+2 아벨루스 수호대의 장갑,14,3,6
323023,+3 아벨루스 수호대의 장갑,14,3,6
323024,+4 아벨루스 수호대의 장갑,14,3,6
323025,+5 아벨루스 수호대의 장갑,14,3,6
323032,+12 아벨루스 수호대의 장갑,14,3,6
323033,+13 아벨루스 수호대의 장갑,14,3,6
323026,+6 아벨루스 수호대의 장갑,14,3,6
323027,+7 아벨루스 수호대의 장갑,14,3,6
323028,+8 아벨루스 수호대의 장갑,14,3,6
323029,+9 아벨루스 수호대의 장갑,14,3,6
323030,+10 아벨루스 수호대의 장갑,14,3,6
323031,+11 아벨루스 수호대의 장갑,14,3,6
323050,+10 아레나 영웅의 장갑,14,3,6
323051,+11 아레나 영웅의 장갑,14,3,6
323052,+12 아레나 영웅의 장갑,14,3,6
323053,+13 아레나 영웅의 장갑,14,3,6
323044,+4 아레나 영웅의 장갑,14,3,6
323045,+5 아레나 영웅의 장갑,14,3,6
323046,+6 아레나 영웅의 장갑,14,3,6
323047,+7 아레나 영웅의 장갑,14,3,6
323048,+8 아레나 영웅의 장갑,14,3,6
323049,+9 아레나 영웅의 장갑,14,3,6
323040,+0 아레나 영웅의 장갑,14,3,6
323041,+1 아레나 영웅의 장갑,14,3,6
323042,+2 아레나 영웅의 장갑,14,3,6
323043,+3 아레나 영웅의 장갑,14,3,6
323060,+0 합성된 미스릴 장갑,14,3,0
323061,+1 합성된 미스릴 장갑,14,3,0
323062,+2 합성된 미스릴 장갑,14,3,0
323063,+3 합성된 미스릴 장갑,14,3,0
323064,+4 합성된 미스릴 장갑,14,3,0
323071,+11 합성된 미스릴 장갑,14,3,0
323072,+12 합성된 미스릴 장갑,14,3,0
323073,+13 합성된 미스릴 장갑,14,3,0
323065,+5 합성된 미스릴 장갑,14,3,0
323066,+6 합성된 미스릴 장갑,14,3,0
323067,+7 합성된 미스릴 장갑,14,3,0
323068,+8 합성된 미스릴 장갑,14,3,0
323069,+9 합성된 미스릴 장갑,14,3,0
323070,+10 합성된 미스릴 장갑,14,3,0
323080,+0 기사단의 장갑,14,3,0
323081,+1 기사단의 장갑,14,3,0
323082,+2 기사단의 장갑,14,3,0
323083,+3 기사단의 장갑,14,3,0
323084,+4 기사단의 장갑,14,3,0
323085,+5 기사단의 장갑,14,3,0
323092,+12 기사단의 장갑,14,3,0
323093,+13 기사단의 장갑,14,3,0
323086,+6 기사단의 장갑,14,3,0
323087,+7 기사단의 장갑,14,3,0
323088,+8 기사단의 장갑,14,3,0
323089,+9 기사단의 장갑,14,3,0
323090,+10 기사단의 장갑,14,3,0
323091,+11 기사단의 장갑,14,3,0
323100,+0 다크엘프 사슬 장갑,14,3,0
323101,+1 다크엘프 사슬 장갑,14,3,0
323102,+2 다크엘프 사슬 장갑,14,3,0
323103,+3 다크엘프 사슬 장갑,14,3,0
323104,+4 다크엘프 사슬 장갑,14,3,0
323105,+5 다크엘프 사슬 장갑,14,3,0
323112,+12 다크엘프 사슬 장갑,14,3,0
323113,+13 다크엘프 사슬 장갑,14,3,0
323106,+6 다크엘프 사슬 장갑,14,3,0
323107,+7 다크엘프 사슬 장갑,14,3,0
323108,+8 다크엘프 사슬 장갑,14,3,0
323109,+9 다크엘프 사슬 장갑,14,3,0
323110,+10 다크엘프 사슬 장갑,14,3,0
323111,+11 다크엘프 사슬 장갑,14,3,0
323180,+0 감시자의 활력 장갑,14,3,0
323181,+1 감시자의 활력 장갑,14,3,0
323182,+2 감시자의 활력 장갑,14,3,0
323183,+3 감시자의 활력 장갑,14,3,0
323184,+4 감시자의 활력 장갑,14,3,0
323185,+5 감시자의 활력 장갑,14,3,0
323192,+12 감시자의 활력 장갑,14,3,0
323193,+13 감시자의 활력 장갑,14,3,0
323186,+6 감시자의 활력 장갑,14,3,0
323187,+7 감시자의 활력 장갑,14,3,0
323188,+8 감시자의 활력 장갑,14,3,0
323189,+9 감시자의 활력 장갑,14,3,0
323190,+10 감시자의 활력 장갑,14,3,0
323191,+11 감시자의 활력 장갑,14,3,0
323200,+0 감시자의 민첩 장갑,14,3,0
323201,+1 감시자의 민첩 장갑,14,3,0
323202,+2 감시자의 민첩 장갑,14,3,0
323203,+3 감시자의 민첩 장갑,14,3,0
323204,+4 감시자의 민첩 장갑,14,3,0
323205,+5 감시자의 민첩 장갑,14,3,0
323212,+12 감시자의 민첩 장갑,14,3,0
323213,+13 감시자의 민첩 장갑,14,3,0
323206,+6 감시자의 민첩 장갑,14,3,0
323207,+7 감시자의 민첩 장갑,14,3,0
323208,+8 감시자의 민첩 장갑,14,3,0
323209,+9 감시자의 민첩 장갑,14,3,0
323210,+10 감시자의 민첩 장갑,14,3,0
323211,+11 감시자의 민첩 장갑,14,3,0
323220,+0 감시자의 마법 장갑,14,3,0
323221,+1 감시자의 마법 장갑,14,3,0
323222,+2 감시자의 마법 장갑,14,3,0
323223,+3 감시자의 마법 장갑,14,3,0
323224,+4 감시자의 마법 장갑,14,3,0
323225,+5 감시자의 마법 장갑,14,3,0
323232,+12 감시자의 마법 장갑,14,3,0
323233,+13 감시자의 마법 장갑,14,3,0
323226,+6 감시자의 마법 장갑,14,3,0
323227,+7 감시자의 마법 장갑,14,3,0
323228,+8 감시자의 마법 장갑,14,3,0
323229,+9 감시자의 마법 장갑,14,3,0
323230,+10 감시자의 마법 장갑,14,3,0
323231,+11 감시자의 마법 장갑,14,3,0
323250,+10 암살단의 장갑,14,3,0
323251,+11 암살단의 장갑,14,3,0
323252,+12 암살단의 장갑,14,3,0
323253,+13 암살단의 장갑,14,3,0
323244,+4 암살단의 장갑,14,3,0
323245,+5 암살단의 장갑,14,3,0
323246,+6 암살단의 장갑,14,3,0
323247,+7 암살단의 장갑,14,3,0
323248,+8 암살단의 장갑,14,3,0
323249,+9 암살단의 장갑,14,3,0
323240,+0 암살단의 장갑,14,3,0
323241,+1 암살단의 장갑,14,3,0
323242,+2 암살단의 장갑,14,3,0
323243,+3 암살단의 장갑,14,3,0
323260,+0 심연의 화염 장갑,14,3,0
323261,+1 심연의 화염 장갑,14,3,0
323262,+2 심연의 화염 장갑,14,3,0
323263,+3 심연의 화염 장갑,14,3,0
323264,+4 심연의 화염 장갑,14,3,0
323265,+5 심연의 화염 장갑,14,3,0
323272,+12 심연의 화염 장갑,14,3,0
323273,+13 심연의 화염 장갑,14,3,0
323266,+6 심연의 화염 장갑,14,3,0
323267,+7 심연의 화염 장갑,14,3,0
323268,+8 심연의 화염 장갑,14,3,0
323269,+9 심연의 화염 장갑,14,3,0
323270,+10 심연의 화염 장갑,14,3,0
323271,+11 심연의 화염 장갑,14,3,0
323280,+0 심연의 바람 장갑,14,3,0
323281,+1 심연의 바람 장갑,14,3,0
323282,+2 심연의 바람 장갑,14,3,0
323283,+3 심연의 바람 장갑,14,3,0
323284,+4 심연의 바람 장갑,14,3,0
323285,+5 심연의 바람 장갑,14,3,0
323292,+12 심연의 바람 장갑,14,3,0
323293,+13 심연의 바람 장갑,14,3,0
323286,+6 심연의 바람 장갑,14,3,0
323287,+7 심연의 바람 장갑,14,3,0
323288,+8 심연의 바람 장갑,14,3,0
323289,+9 심연의 바람 장갑,14,3,0
323290,+10 심연의 바람 장갑,14,3,0
323291,+11 심연의 바람 장갑,14,3,0
323300,+0 심연의 현자 장갑,14,3,0
323301,+1 심연의 현자 장갑,14,3,0
323302,+2 심연의 현자 장갑,14,3,0
323303,+3 심연의 현자 장갑,14,3,0
323304,+4 심연의 현자 장갑,14,3,0
323305,+5 심연의 현자 장갑,14,3,0
323312,+12 심연의 현자 장갑,14,3,0
323313,+13 심연의 현자 장갑,14,3,0
323306,+6 심연의 현자 장갑,14,3,0
323307,+7 심연의 현자 장갑,14,3,0
323308,+8 심연의 현자 장갑,14,3,0
323309,+9 심연의 현자 장갑,14,3,0
323310,+10 심연의 현자 장갑,14,3,0
323311,+11 심연의 현자 장갑,14,3,0
323330,+10 심연의 그림자 장갑,14,3,0
323331,+11 심연의 그림자 장갑,14,3,0
323332,+12 심연의 그림자 장갑,14,3,0
323333,+13 심연의 그림자 장갑,14,3,0
323324,+4 심연의 그림자 장갑,14,3,0
323325,+5 심연의 그림자 장갑,14,3,0
323326,+6 심연의 그림자 장갑,14,3,0
323327,+7 심연의 그림자 장갑,14,3,0
323328,+8 심연의 그림자 장갑,14,3,0
323329,+9 심연의 그림자 장갑,14,3,0
323320,+0 심연의 그림자 장갑,14,3,0
323321,+1 심연의 그림자 장갑,14,3,0
323322,+2 심연의 그림자 장갑,14,3,0
323323,+3 심연의 그림자 장갑,14,3,0
324000,+0 이프리트의 장갑,14,4,6
324001,+1 이프리트의 장갑,14,4,6
324002,+2 이프리트의 장갑,14,4,6
324003,+3 이프리트의 장갑,14,4,6
324004,+4 이프리트의 장갑,14,4,6
324011,+11 이프리트의 장갑,14,4,6
324012,+12 이프리트의 장갑,14,4,6
324013,+13 이프리트의 장갑,14,4,6
324005,+5 이프리트의 장갑,14,4,6
324006,+6 이프리트의 장갑,14,4,6
324007,+7 이프리트의 장갑,14,4,6
324008,+8 이프리트의 장갑,14,4,6
324009,+9 이프리트의 장갑,14,4,6
324010,+10 이프리트의 장갑,14,4,6
324020,+0 이프리트의 힘 장갑,14,4,6
324021,+1 이프리트의 힘 장갑,14,4,6
324022,+2 이프리트의 힘 장갑,14,4,6
324023,+3 이프리트의 힘 장갑,14,4,6
324024,+4 이프리트의 힘 장갑,14,4,6
324025,+5 이프리트의 힘 장갑,14,4,6
324032,+12 이프리트의 힘 장갑,14,4,6
324033,+13 이프리트의 힘 장갑,14,4,6
324026,+6 이프리트의 힘 장갑,14,4,6
324027,+7 이프리트의 힘 장갑,14,4,6
324028,+8 이프리트의 힘 장갑,14,4,6
324029,+9 이프리트의 힘 장갑,14,4,6
324030,+10 이프리트의 힘 장갑,14,4,6
324031,+11 이프리트의 힘 장갑,14,4,6
324040,+0 이프리트의 민첩 장갑,14,4,6
324041,+1 이프리트의 민첩 장갑,14,4,6
324042,+2 이프리트의 민첩 장갑,14,4,6
324043,+3 이프리트의 민첩 장갑,14,4,6
324044,+4 이프리트의 민첩 장갑,14,4,6
324045,+5 이프리트의 민첩 장갑,14,4,6
324052,+12 이프리트의 민첩 장갑,14,4,6
324053,+13 이프리트의 민첩 장갑,14,4,6
324046,+6 이프리트의 민첩 장갑,14,4,6
324047,+7 이프리트의 민첩 장갑,14,4,6
324048,+8 이프리트의 민첩 장갑,14,4,6
324049,+9 이프리트의 민첩 장갑,14,4,6
324050,+10 이프리트의 민첩 장갑,14,4,6
324051,+11 이프리트의 민첩 장갑,14,4,6
324060,+0 이프리트의 지능 장갑,14,4,6
324061,+1 이프리트의 지능 장갑,14,4,6
324062,+2 이프리트의 지능 장갑,14,4,6
324063,+3 이프리트의 지능 장갑,14,4,6
324064,+4 이프리트의 지능 장갑,14,4,6
324065,+5 이프리트의 지능 장갑,14,4,6
324072,+12 이프리트의 지능 장갑,14,4,6
324073,+13 이프리트의 지능 장갑,14,4,6
324066,+6 이프리트의 지능 장갑,14,4,6
324067,+7 이프리트의 지능 장갑,14,4,6
324068,+8 이프리트의 지능 장갑,14,4,6
324069,+9 이프리트의 지능 장갑,14,4,6
324070,+10 이프리트의 지능 장갑,14,4,6
324071,+11 이프리트의 지능 장갑,14,4,6
324080,+0 메테오스의 비늘 장갑,14,4,6
324081,+1 메테오스의 비늘 장갑,14,4,6
324082,+2 메테오스의 비늘 장갑,14,4,6
324083,+3 메테오스의 비늘 장갑,14,4,6
324084,+4 메테오스의 비늘 장갑,14,4,6
324085,+5 메테오스의 비늘 장갑,14,4,6
324092,+12 메테오스의 비늘 장갑,14,4,6
324093,+13 메테오스의 비늘 장갑,14,4,6
324086,+6 메테오스의 비늘 장갑,14,4,6
324087,+7 메테오스의 비늘 장갑,14,4,6
324088,+8 메테오스의 비늘 장갑,14,4,6
324089,+9 메테오스의 비늘 장갑,14,4,6
324090,+10 메테오스의 비늘 장갑,14,4,6
324091,+11 메테오스의 비늘 장갑,14,4,6
324100,+0 대지의 아다만티움 장갑,14,4,0
324101,+1 대지의 아다만티움 장갑,14,4,0
324102,+2 대지의 아다만티움 장갑,14,4,0
324103,+3 대지의 아다만티움 장갑,14,4,0
324104,+4 대지의 아다만티움 장갑,14,4,0
324111,+11 대지의 아다만티움 장갑,14,4,0
324112,+12 대지의 아다만티움 장갑,14,4,0
324113,+13 대지의 아다만티움 장갑,14,4,0
324105,+5 대지의 아다만티움 장갑,14,4,0
324106,+6 대지의 아다만티움 장갑,14,4,0
324107,+7 대지의 아다만티움 장갑,14,4,0
324108,+8 대지의 아다만티움 장갑,14,4,0
324109,+9 대지의 아다만티움 장갑,14,4,0
324110,+10 대지의 아다만티움 장갑,14,4,0
324120,+0 바람의 아다만티움 장갑,14,4,0
324121,+1 바람의 아다만티움 장갑,14,4,0
324122,+2 바람의 아다만티움 장갑,14,4,0
324123,+3 바람의 아다만티움 장갑,14,4,0
324124,+4 바람의 아다만티움 장갑,14,4,0
324125,+5 바람의 아다만티움 장갑,14,4,0
324132,+12 바람의 아다만티움 장갑,14,4,0
324133,+13 바람의 아다만티움 장갑,14,4,0
324126,+6 바람의 아다만티움 장갑,14,4,0
324127,+7 바람의 아다만티움 장갑,14,4,0
324128,+8 바람의 아다만티움 장갑,14,4,0
324129,+9 바람의 아다만티움 장갑,14,4,0
324130,+10 바람의 아다만티움 장갑,14,4,0
324131,+11 바람의 아다만티움 장갑,14,4,0
324140,+0 현자의 아다만티움 장갑,14,4,0
324141,+1 현자의 아다만티움 장갑,14,4,0
324142,+2 현자의 아다만티움 장갑,14,4,0
324143,+3 현자의 아다만티움 장갑,14,4,0
324144,+4 현자의 아다만티움 장갑,14,4,0
324145,+5 현자의 아다만티움 장갑,14,4,0
324152,+12 현자의 아다만티움 장갑,14,4,0
324153,+13 현자의 아다만티움 장갑,14,4,0
324146,+6 현자의 아다만티움 장갑,14,4,0
324147,+7 현자의 아다만티움 장갑,14,4,0
324148,+8 현자의 아다만티움 장갑,14,4,0
324149,+9 현자의 아다만티움 장갑,14,4,0
324150,+10 현자의 아다만티움 장갑,14,4,0
324151,+11 현자의 아다만티움 장갑,14,4,0
324160,+0 어둠의 아다만티움 장갑,14,4,0
324161,+1 어둠의 아다만티움 장갑,14,4,0
324162,+2 어둠의 아다만티움 장갑,14,4,0
324163,+3 어둠의 아다만티움 장갑,14,4,0
324164,+4 어둠의 아다만티움 장갑,14,4,0
324165,+5 어둠의 아다만티움 장갑,14,4,0
324172,+12 어둠의 아다만티움 장갑,14,4,0
324173,+13 어둠의 아다만티움 장갑,14,4,0
324166,+6 어둠의 아다만티움 장갑,14,4,0
324167,+7 어둠의 아다만티움 장갑,14,4,0
324168,+8 어둠의 아다만티움 장갑,14,4,0
324169,+9 어둠의 아다만티움 장갑,14,4,0
324170,+10 어둠의 아다만티움 장갑,14,4,0
324171,+11 어둠의 아다만티움 장갑,14,4,0
325010,+10 의지의 전장 장갑,14,5,0
325011,+11 의지의 전장 장갑,14,5,0
325012,+12 의지의 전장 장갑,14,5,0
325013,+13 의지의 전장 장갑,14,5,0
325004,+4 의지의 전장 장갑,14,5,0
325005,+5 의지의 전장 장갑,14,5,0
325006,+6 의지의 전장 장갑,14,5,0
325007,+7 의지의 전장 장갑,14,5,0
325008,+8 의지의 전장 장갑,14,5,0
325009,+9 의지의 전장 장갑,14,5,0
325000,+0 의지의 전장 장갑,14,5,0
325001,+1 의지의 전장 장갑,14,5,0
325002,+2 의지의 전장 장갑,14,5,0
325003,+3 의지의 전장 장갑,14,5,0
325020,+0 고요의 전장 장갑,14,5,0
325021,+1 고요의 전장 장갑,14,5,0
325022,+2 고요의 전장 장갑,14,5,0
325023,+3 고요의 전장 장갑,14,5,0
325024,+4 고요의 전장 장갑,14,5,0
325025,+5 고요의 전장 장갑,14,5,0
325032,+12 고요의 전장 장갑,14,5,0
325033,+13 고요의 전장 장갑,14,5,0
325026,+6 고요의 전장 장갑,14,5,0
325027,+7 고요의 전장 장갑,14,5,0
325028,+8 고요의 전장 장갑,14,5,0
325029,+9 고요의 전장 장갑,14,5,0
325030,+10 고요의 전장 장갑,14,5,0
325031,+11 고요의 전장 장갑,14,5,0
325040,+0 지혜의 전장 장갑,14,5,0
325041,+1 지혜의 전장 장갑,14,5,0
325042,+2 지혜의 전장 장갑,14,5,0
325043,+3 지혜의 전장 장갑,14,5,0
325044,+4 지혜의 전장 장갑,14,5,0
325045,+5 지혜의 전장 장갑,14,5,0
325052,+12 지혜의 전장 장갑,14,5,0
325053,+13 지혜의 전장 장갑,14,5,0
325046,+6 지혜의 전장 장갑,14,5,0
325047,+7 지혜의 전장 장갑,14,5,0
325048,+8 지혜의 전장 장갑,14,5,0
325049,+9 지혜의 전장 장갑,14,5,0
325050,+10 지혜의 전장 장갑,14,5,0
325051,+11 지혜의 전장 장갑,14,5,0
325060,+0 투지의 전장 장갑,14,5,0
